seqname,tax_id,species_name
S000382657,1252,Leuconostoc carnosum
S000382658,1615,Weissella halotolerans
S000382659,1629,Weissella viridescens
S000382660,33968,Leuconostoc pseudomesenteroides
S000382661,1249,Weissella paramesenteroides
S000382664,1583,Weissella confusa
S000382666,88362,Halanaerobium fermentans
S000382667,88364,Psychromonas marina
S000382696,1246,Leuconostoc lactis
S000382704,34015,Blastomonas natatoria
S000382713,96468,Nocardia vinacea
S000382724,90058,Catenuloplanes crispus
S000382726,90323,Thermosipho japonicus
S000382735,150177,Acrocarpospora macrocephala
S000382781,85558,Streptomyces turgidiscabies
S000382812,645,Aeromonas salmonicida
S000382842,58119,Planomonospora parontospora
S000382844,1999,Planomonospora venezuelensis
S000382866,100884,Coprobacillus cateniformis
S000382898,102148,Solobacterium moorei
S000382903,147206,Collinsella stercoris
S000382905,147207,Collinsella intestinalis
S000382981,104268,Tenacibaculum mesophilum
S000382985,104269,Tenacibaculum amylolyticum
S000382995,105612,Lactobacillus algidus
S000383069,837,Porphyromonas gingivalis
S000383070,28112,Tannerella forsythia
S000383099,110500,Pelotomaculum thermopropionicum
S000383145,113559,Actinoplanes campanulatus
S000383146,113560,Actinoplanes consettensis
S000383147,52696,Actinoplanes cyaneus
S000383149,113562,Actinoplanes derwentensis
S000383150,1868,Actinoplanes digitatis
S000383155,113567,Actinoplanes italicus
S000383156,113568,Actinoplanes lobatus
S000383157,113569,Cryptosporangium minutisporangium
S000383160,113571,Actinoplanes rectilineatus
S000383173,116085,Coprococcus catus
S000383202,118126,Methanoculleus chikugoensis
S000383207,2337,Thermotoga neapolitana
S000383220,122960,Alicyclobacillus herbarius
S000383222,1450,Alicyclobacillus acidoterrestris
S000383224,1457,Alicyclobacillus cycloheptanicus
S000383242,125614,Thiolinea disciformis
S000383255,125627,Thiofilum flexile
S000383265,127886,Alkalihalobacillus haemicellulosilyticus
S000383270,127891,Alkalihalobacillus wakoensis
S000383271,1413,Bacillus cellulosilyticus
S000383277,1411,Alkalihalobacillus akibai
S000383283,1418,Bacillus mannanilyticus
S000383284,79883,Bacillus horikoshii
S000383419,50728,Curtobacterium albidum
S000383421,167964,Anaerolinea thermophila
S000383432,122358,Actinoplanes octamycinicus
S000383433,122358,Actinoplanes ianthinogenes
S000383436,135950,Actinoplanes nipponensis
S000383451,1867,Actinoplanes teichomyceticus
S000383460,137357,Ligilactobacillus equi
S000383485,137993,Bacillus funiculus
S000383488,139021,Dietzia psychralcaliphila
S000383539,145373,Psychromonas kaikoae
S000383706,151654,Cupriavidus laharis
S000383774,152682,Sphingomonas melonis
S000383775,152794,Corynebacterium efficiens
S000383911,155863,Methanothermococcus okinawensis
S000383917,156994,Reichenbachiella agariperforans
S000383937,157782,Pseudomonas parafulva
S000383942,157783,Pseudomonas cremoricolorata
S000383946,161154,Thermanaeromonas toyohensis
S000384008,161354,Planomonospora alba
S000384009,161355,Planomonospora sphaerica
S000384110,164759,Diaphorobacter nitroreducens
S000384427,133453,Caldilinea aerophila
S000384429,168276,Rhodococcus tukisamuensis
S000384490,915,Nitrosomonas europaea
S000384493,171194,Aequorivita vladivostokensis
S000384494,2224,Methanothrix thermoacetophila
S000384496,172045,Elizabethkingia miricola
S000384505,173053,Phycicoccus duodecadis
S000384591,190,Aquaspirillum serpens
S000384592,189,Novispirillum itersonii
S000384594,180194,Giesbergeria giesbergeri
S000384596,180195,Herbaspirillum autotrophicum
S000384597,180197,Giesbergeria anulus
S000384714,184064,Thermodesulfobium narugense
S000384736,184607,Crocinitomix catalasitica
S000384740,995,Solitalea canadensis
S000384741,996,Flavobacterium columnare
S000384742,997,Eisenibacter elegans
S000384750,999,Bernardetia litoralis
S000384751,107401,Tenacibaculum maritimum
S000384752,104270,Tenacibaculum ovolyticum
S000384753,1001,Garritya polymorpha
S000384754,96345,Flavobacterium psychrophilum
S000384771,70993,Flexithrix dorotheae
S000384772,1025,Flammeovirga arenaria
S000384774,1027,Microscilla marina
S000384775,1028,Marivirga sericea
S000384778,181486,Pyrobaculum calidifontis
S000384787,186192,Marinithermus hydrothermalis
S000384841,188872,Arenibacter troitsensis
S000384908,2254,Haloferax lucentense
S000384935,191768,Plesiocystis pacifica
S000384941,54,Nannocystis exedens
S000385166,99007,Pyrobaculum oguniense
S000385185,200615,Rhodoplanes serenus
S000385186,200616,Rhodoplanes tepidamans
S000385506,51589,Haloarcula hispanica
S000385508,267368,Halorubrum terrestre
S000385509,43662,Pseudoalteromonas piscicida
S000385517,209252,Nocardia asiatica
S000385667,214014,Tonsilliphilus suis
S000385939,227318,Actinocatenispora thailandica
S000385940,227597,Thermococcus coalescens
S000385941,227598,Thermococcus celericrescens
S000385988,229980,Aeropyrum camini
S000386216,248026,Cupriavidus pinatubonensis
S000386268,82688,Liquorilactobacillus nagelii
S000386271,263906,Methanolinea tarda
S000386311,266121,Starkeya koreensis
S000386312,266122,Lysobacter koreensis
S000386313,266123,Castellaniella caeni
S000386315,266125,Phenylobacterium koreense
S000386316,266126,Azonexus caeni
S000386317,266127,Sphingomonas soli
S000386319,266128,Stenotrophomonas koreensis
S000386321,266130,Cellulomonas composti
S000386800,88233,Lacticaseibacillus manihotivorans
S000386802,60246,Helicobacter ganmani
S000386854,59600,Cellulophaga algicola
S000386884,53522,Thermobifida alba
S000386890,37483,Sphaerimonospora mesophila
S000386892,60894,Saccharopolyspora spinosa
S000386893,60895,Saccharopolyspora taberi
S000386894,60847,Halogeometricum borinquense
S000386900,1305,Streptococcus sanguinis
S000386901,28037,Streptococcus mitis
S000386902,1313,Streptococcus pneumoniae
S000386903,1302,Streptococcus gordonii
S000386905,1318,Streptococcus parasanguinis
S000386909,61015,Staphylococcus succinus
S000386911,61656,Methylorhabdus multivorans
S000386975,476,Moraxella bovis
S000386977,60442,Moraxella equi
S000386978,480,Moraxella catarrhalis
S000386979,29433,Moraxella ovis
S000386980,34060,Moraxella caviae
S000386981,34061,Moraxella cuniculi
S000386987,60478,Shewanella amazonensis
S000386988,38313,Shewanella algae
S000386990,70863,Shewanella oneidensis
S000386999,61623,Paenibacillus edaphicus
S000387000,61624,Paenibacillus mucilaginosus
S000387023,1307,Streptococcus suis
S000387088,41977,Azoarcus communis
S000387090,29545,Azoarcus indigens
S000387091,146938,Azovibrio restrictus
S000387092,146939,Azospira oryzae
S000387095,146940,Azonexus fungiphilus
S000387121,63655,Thiomicrorhabdus frisia
S000387122,63656,Thiomicrorhabdus chilensis
S000387124,63658,Hydrogenovibrio kuenenii
S000387146,932,Thiomicrospira thyasirae
S000387147,137732,Granulicatella elegans
S000387150,65401,Propionivibrio pelophilus
S000387151,65403,Acidaminobacter hydrogenoformans
S000387155,65786,Hydrogenophaga intermedia
S000387175,66347,Paenibacillus campinasensis
S000387193,446,Legionella pneumophila
S000387200,92003,Aromatoleum toluclasticum
S000387203,96773,Thauera chlorobenzoica
S000387216,99653,Rhodococcus koreensis
S000387218,114652,Streptococcus orisratti
S000387255,99480,Tetrasphaera australiensis
S000387256,99481,Tetrasphaera japonica
S000387274,56142,Metamycoplasma faucium
S000387293,92485,Smithella propionica
S000387297,106634,Thioalkalivibrio versutus
S000387299,92245,Thiomicrospira aerophila
S000387300,92246,Thiomicrospira sibirica
S000387301,99656,Clostridium fimetarium
S000387302,97478,Limosilactobacillus mucosae
S000387304,37659,Clostridium algidicarnis
S000387305,99675,Clostridium putrefaciens
S000387324,92759,Gluconacetobacter sacchari
S000387333,89367,Saccharopolyspora thermophila
S000387361,571,Klebsiella oxytoca
S000387364,575,Raoultella planticola
S000387366,90060,Aromatoleum toluolicum
S000387384,117184,Paenibacillus koreensis
S000387414,573,Klebsiella pneumoniae
S000387421,93063,Sphingomonas aquatilis
S000387422,93064,Sphingomonas koreensis
S000387423,93065,Sphingopyxis taejonensis
S000387858,53364,Brevibacterium otitidis
S000387859,33945,Enterococcus avium
S000387866,120959,Mycobacterium kubicae
S000387867,645,Aeromonas salmonicida
S000387869,1991,Actinomadura cremea
S000387872,115336,Actinomadura vinacea
S000387915,92945,Ketogulonicigenium vulgare
S000387916,92947,Ketogulonicigenium robustum
S000387923,80868,Acidovorax cattleyae
S000387924,80867,Acidovorax avenae
S000387925,80869,Acidovorax citrulli
S000387927,80842,Herbaspirillum rubrisubalbicans
S000387929,46223,Thermoflavimicrobium dichotomicum
S000387930,2024,Thermoactinomyces intermedius
S000387931,112248,Seinonella peptonophila
S000387932,110101,Laceyella putida
S000387935,2026,Thermoactinomyces vulgaris
S000387938,93218,Pandoraea apista
S000387940,93221,Pandoraea pulmonicola
S000387941,93222,Pandoraea sputorum
S000387943,158,Treponema denticola
S000388075,99907,Alkalibacterium olivapovliticus
S000388104,184924,Pseudoalteromonas maricaloris
S000388105,94132,Ramlibacter tataouinensis
S000388106,111143,Alishewanella fetalis
S000388112,112331,Planococcus koreensis
S000388131,93973,Shewanella japonica
S000388136,118000,Denitrovibrio acetiphilus
S000388165,95486,Burkholderia cenocepacia
S000388240,108010,Thioalkalivibrio paradoxus
S000388241,53366,Catellatospora citrea
S000388242,121620,Catellatospora methionotrophica
S000388243,53367,Asanoa ferruginea
S000388244,121616,Micromonospora matsumotoense
S000388245,53368,Hamadaea tsunoensis
S000388249,96941,Methylobacter psychrophilus
S000388260,95160,Actinomadura catellatispora
S000388261,95161,Saccharopolyspora flava
S000388262,95162,Nocardia beijingensis
S000388272,96344,Cupriavidus oxalaticus
S000388299,100174,Clostridium peptidivorans
S000388362,110935,Agreia bicolorata
S000388383,99286,Flavobacterium frigidarium
S000388389,111804,Actinomadura oligospora
S000388391,79912,Actinoallomurus spadix
S000388393,111807,Actinomadura yumaensis
S000388394,111797,Spirillospora rubra
S000388421,103815,Paenibacillus chinjuensis
S000388430,100176,Papillibacter cinnamivorans
S000388433,129578,Oceanimonas baumannii
S000388434,2162,Methanobacterium formicicum
S000388471,101059,Viridibacillus neidei
S000388514,109258,Desulfacinum hydrothermale
S000388532,101383,Cryomorpha ignava
S000388556,129052,Catelliglobosispora koreensis
S000388567,107327,Pseudoalteromonas ulvae
S000388573,103816,Rhodococcus pyridinivorans
S000388579,110505,Mycobacterium heckeshornense
S000388582,438851,Lentzea californiensis
S000388588,1244,Leuconostoc gelidum
S000388670,103817,Janibacter terrae
S000388671,112235,Neochlamydia hartmannellae
S000388672,105972,Methylosarcina fibrata
S000388673,105973,Methylosarcina quisquiliarum
S000388692,521,Bordetella avium
S000388693,103855,Bordetella hinzii
S000388701,226665,Rickettsia heilongjiangensis
S000388712,104205,Streptomonospora salina
S000388715,111831,Defluviicoccus vanus
S000388725,217219,Neomegalonema perideroedes
S000388740,112729,Caloramator viterbiensis
S000388804,200379,Lentzea flaviverrucosa
S000388805,104206,Streptomyces scopiformis
S000388824,103891,Veillonella criceti
S000388827,309805,Persephonella marina
S000388840,105851,Acidilobus aceticus
S000388872,106590,Cupriavidus necator
S000388893,2371,Xylella fastidiosa
S000388894,142834,Gluconacetobacter azotocaptans
S000388923,141693,Nocardiopsis kunsanensis
S000388993,51783,Hyphomicrobium chloromethanicum
S000389013,1337,Streptococcus hyointestinalis
S000389014,29389,Streptococcus alactolyticus
S000389024,84037,Syntrophococcus sucromutans
S000389032,2371,Xylella fastidiosa
S000389037,988,Leeuwenhoekiella marinoflava
S000389070,111105,Porphyromonas gulae
S000389071,63186,Zobellia galactanivorans
S000389072,109214,Xanthomonas cynarae
S000389094,43992,Bradyrhizobium liaoningense
S000389208,147248,Halomonas alimentaria
S000389223,38746,Malacoplasma microti
S000389225,911092,Caldanaerobacter subterraneus
S000389257,43659,Pseudoalteromonas tetraodonis
S000389259,134536,Paraburkholderia caledonica
S000389260,134537,Paraburkholderia fungorum
S000389334,194424,Sulfurospirillum halorespirans
S000389343,120957,Nocardia abscessus
S000389346,111501,Muricauda ruestringensis
S000389354,118748,Bulleidia extructa
S000389361,113653,Geoglobus ahangari
S000389362,54261,Ferroglobus placidus
S000389386,129985,Mesobacillus jeotgali
S000389406,55604,Mycoplasmopsis primatum
S000389417,112413,Amycolatopsis rubida
S000389519,466,Legionella maceachernii
S000389520,451,Legionella pittsburghensis
S000389523,1753,Propioniferax innocua
S000389580,750,Gallibacterium anatis
S000389729,118062,Methanobacterium congolense
S000389731,117506,Comamonas denitrificans
S000389735,120958,Thermoanaerobacter sulfurigignens
S000389736,133534,Dethiosulfovibrio russensis
S000389738,133532,Dethiosulfovibrio marinus
S000389739,118367,Acidipropionibacterium microaerophilum
S000389774,121290,Hyphomicrobium sulfonivorans
S000389775,121291,Arthrobacter methylotrophus
S000389776,121292,Pseudarthrobacter sulfonivorans
S000389872,1550,Clostridium subterminale
S000389874,120963,Methanobrevibacter acididurans
S000389918,109790,Lactobacillus jensenii
S000389919,1633,Limosilactobacillus vaginalis
S000390043,718,Actinobacillus equuli
S000390051,131568,Kineococcus radiotolerans
S000390053,119542,Rhodobaca bogoriensis
S000390103,157779,Kushneria marisflavi
S000390171,47770,Lactobacillus crispatus
S000390278,123783,Natrialba hulunbeirensis
S000390279,126734,Methanofollis aquaemaris
S000390284,29347,Clostridium scindens
S000390332,159896,Microbacterium gubbeenense
S000390342,126673,Mycobacterium doricum
S000390343,179838,Lentilactobacillus diolivorans
S000390351,160386,Corynebacterium casei
S000390380,129847,Pseudomonas grimontii
S000390413,129817,Pseudomonas brenneri
S000390414,36839,Clostridium felsineum
S000390459,128780,Stenotrophomonas acidaminiphila
S000390500,148453,Salinicoccus alkaliphilus
S000390514,134959,Actinomadura mexicana
S000390519,46180,Nonomuraea rubra
S000390520,103838,Nonomuraea turkmeniaca
S000390523,134984,Nocardia fluminea
S000390567,416555,Thermolithobacter ferrireducens
S000390575,2061,Tsukamurella paurometabola
S000390576,42777,Tsukamurella inchonensis
S000390578,147577,Tsukamurella strandjordii
S000390657,151755,Xenophilus azovorans
S000390690,155617,Enterococcus moraviensis
S000390691,155618,Enterococcus haemoperoxidus
S000390728,135739,Marinobacter lutaoensis
S000390733,151414,Afipia birgiae
S000390775,1383,Lancefieldella rimae
S000390777,133926,Olsenella uli
S000390778,138595,Olsenella profusa
S000390779,84112,Eggerthella lenta
S000390782,138563,Helicobacter cetorum
S000390806,155192,Bartonella capreoli
S000390807,155194,Bartonella bovis
S000390826,747,Pasteurella multocida
S000390827,747,Pasteurella multocida
S000390828,747,Pasteurella multocida
S000390853,135735,Bacillus endophyticus
S000390922,137778,Helicobacter aurati
S000390924,137779,Pseudoalteromonas flavipulchra
S000390937,140626,Lachnobacterium bovis
S000390972,119858,Bacillus sonorensis
S000390992,138851,Treponema parvum
S000390997,138853,Mesoplasma lactucae
S000390999,142649,Metamycoplasma phocicerebrale
S000391000,142650,Mycoplasmopsis phocirhinis
S000391001,142651,Metamycoplasma phocae
S000391005,2149,Mesoplasma entomophilum
S000391032,95641,Methylotuvimicrobium buryatense
S000391357,151783,Cupriavidus campinensis
S000391359,68895,Cupriavidus basilensis
S000391375,1718,Corynebacterium glutamicum
S000391399,152297,Pseudoalteromonas issachenkonii
S000391414,151081,Pseudoalteromonas ruthenica
S000391468,150829,Treponema azotonutricium
S000391487,159343,Gelria glutamica
S000391502,157842,Desulfofaba hansenii
S000391503,170573,Staphylococcus pettenkoferi
S000391620,149715,Marinitoga piezophila
S000391632,161536,Ornithinibacillus californiensis
S000391661,72,Simonsiella muelleri
S000391664,211502,Conchiformibius kuhniae
S000391690,172371,Alcanivorax venustensis
S000391693,147268,Thiomicrospira cyclica
S000391703,154654,Mycobacterium montefiorense
S000391713,158897,Pseudarthrobacter scleromae
S000391738,161156,Thermodesulfobacterium hydrogeniphilum
S000391761,161398,Pseudoalteromonas phenolica
S000391769,161482,Streptomyces thermospinosisporus
S000391771,398626,Helicobacter macacae
S000391774,152490,Helicobacter marmotae
S000391782,148449,Halopiger aswanensis
S000391784,148604,Limosilactobacillus ingluviei
S000391786,886,Thermodesulfobacterium thermophilum
S000391801,155042,Geobacter grbiciae
S000391821,1346,Streptococcus iniae
S000391922,328552,Bradyrhizobium denitrificans
S000391947,156456,Anaeroglobus geminatus
S000391983,175696,Thermaerobacter subterraneus
S000392042,156453,Streptomyces yunnanensis
S000392108,162209,Paenibacillus naphthalenovorans
S000392134,160661,Desulfobulbus mediterraneus
S000392200,177758,Pseudothermotoga lettingae
S000392207,178606,Leptospirillum ferriphilum
S000392255,158192,Desulfuromonas michiganensis
S000392256,1131703,Sphaerochaeta globosa
S000392257,1131707,Sphaerochaeta pleomorpha
S000392261,168935,Thalassospira lucentensis
S000392296,157465,Nocardiopsis composta
S000392298,157463,Fructobacillus ficulneus
S000392299,1631,Fructobacillus fructosus
S000392300,1251,Leuconostoc fallax
S000392498,633,Yersinia pseudotuberculosis
S000392499,29483,Yersinia aldovae
S000392500,634,Yersinia bercovieri
S000392501,630,Yersinia enterocolitica
S000392502,29484,Yersinia frederiksenii
S000392503,631,Yersinia intermedia
S000392504,28152,Yersinia kristensenii
S000392505,33060,Yersinia mollaretii
S000392506,632,Yersinia pestis
S000392507,29485,Yersinia rohdei
S000392508,29486,Yersinia ruckeri
S000392514,180400,Sphingopyxis chilensis
S000392542,197,Campylobacter jejuni
S000392543,195,Campylobacter coli
S000392675,173959,Brevibacillus invocatus
S000392700,161153,Gordonia sinesedis
S000392702,168480,Gordonia namibiensis
S000392708,718,Actinobacillus equuli
S000392790,161493,Anaeromyxobacter dehalogenans
S000392835,182774,Methylophaga alcalica
S000392846,163361,Streptomyces beijiangensis
S000392851,183795,Pseudomonas mediterranea
S000392873,670,Vibrio parahaemolyticus
S000392882,168471,Laribacter hongkongensis
S000392884,165814,Agromyces aurantiacus
S000392903,172713,Paenibacillus kribbensis
S000392904,159743,Paenibacillus terrae
S000392906,281091,Azorhizobium doebereinerae
S000392915,171695,Thermodesulfatator indicus
S000392961,238800,Rickettsia asiatica
S000393168,177972,Shuttleworthia satelles
S000393169,186280,Xanthobacter aminoxidans
S000393170,110,Xanthobacter viscosus
S000393209,186189,Xylanimonas cellulosilytica
S000393265,351052,Alkalilimnicola ehrlichii
S000393473,169300,Geothermobacterium ferrireducens
S000393495,47687,Mycoplasmopsis alligatoris
S000393501,171282,Mycoplasmopsis columboralis
S000393504,171284,Mycoplasmopsis cynos
S000393510,171287,Mesomycoplasma moatsii
S000393846,172827,Meiothermus taiwanensis
S000393848,1741,Thermodesulfobacterium commune
S000393850,66849,Desulfonatronum lacustre
S000393852,897,Desulfococcus multivorans
S000393853,453230,Desulfarculus baarsii
S000393854,2290,Desulfobacter curvatus
S000393855,115781,Desulfotignum balticum
S000393856,2296,Desulfobacterium autotrophicum
S000393857,2298,Desulfobacterium vacuolatum
S000393858,881,Desulfovibrio vulgaris
S000393859,2293,Desulfobacter postgatei
S000393860,58290,Archaeoglobus veneficus
S000393872,173040,Amphibacillus tropicus
S000393873,173041,Pelagirhabdus fermentum
S000393881,190898,Desulfotignum phosphitoxidans
S000393884,173509,Shewanella fidelis
S000393915,190655,Legionella busanensis
S000393917,174587,Carnobacterium viridans
S000393993,102684,Streptococcus infantarius
S000394018,1824,Nocardia asteroides
S000394026,135487,Nocardia cyriacigeorgica
S000394027,37330,Nocardia nova
S000394034,37328,Nocardia carnea
S000394037,37326,Nocardia brasiliensis
S000394038,37332,Nocardia seriolae
S000394039,37327,Nocardia brevicatena
S000394040,114259,Nocardia paucivorans
S000394041,45979,Nocardia pseudobrasiliensis
S000394043,53432,Nocardia uniformis
S000394044,1822,Nocardia vaccinii
S000394045,189540,Nocardia pseudovaccinii
S000394046,37333,Nocardia transvalensis
S000394048,53428,Nocardia crassostreae
S000394049,53431,Nocardia salmonicida
S000394050,134962,Nocardia soli
S000394053,134964,Nocardia africana
S000394054,132249,Nocardia veterana
S000394065,53972,Rhodococcus corynebacterioides
S000394066,1823,Nocardia otitidiscaviarum
S000394075,1686,Bifidobacterium catenulatum
S000394076,170861,Methanosarcina lacustris
S000394107,175628,Gordonia paraffinivorans
S000394129,176090,Streptococcus sinensis
S000394134,178337,Cohnella hongkongensis
S000394136,178356,Flavobacterium xinjiangense
S000394137,178355,Flavobacterium omnivorum
S000394148,176898,Prauserella alba
S000394150,175632,Halalkalicoccus tibetensis
S000394160,204072,Ramlibacter henchirensis
S000394161,178001,Leuconostoc inhae
S000394174,179010,Psychrobacter jeotgali
S000394289,180915,Cellvibrio vulgaris
S000394290,180916,Cellvibrio fulvus
S000394291,39650,Cellvibrio mixtus
S000394396,155077,Cellvibrio japonicus
S000394397,195105,Haematobacter massiliensis
S000394398,195801,Streptomyces speibonae
S000394495,191026,Desulfovibrio hydrothermalis
S000394496,191027,Paramaledivibacter caminithermalis
S000394500,184756,Nocardia caishijiensis
S000394509,187400,Paracoccus zeaxanthinifaciens
S000394518,183763,Streptomonospora alba
S000394519,184755,Vibrio ruber
S000394586,196587,Albidovulum inexpectatum
S000394587,196588,Porphyrobacter cryptus
S000394588,1044,Erythrobacter longus
S000394589,39960,Erythrobacter litoralis
S000394590,35811,Erythromicrobium ramosum
S000394593,185641,Prauserella halophila
S000394644,185693,Alkaliphilus crotonatoxidans
S000395038,198616,Pseudomonas jinjuensis
S000395040,198618,Pseudomonas umsongensis
S000395042,198620,Pseudomonas koreensis
S000395052,1582,Lacticaseibacillus rhamnosus
S000395057,186571,Tenacibaculum skagerrakense
S000395077,187326,Megasphaera micronuciformis
S000395078,187327,Acidaminococcus intestini
S000395079,187328,Veillonella montpellierensis
S000395204,187878,Thermococcus gammatolerans
S000395436,192812,Erythrobacter flavus
S000395438,86173,Microbulbifer elongatus
S000395439,192421,Planococcus maritimus
S000395441,244407,Shewanella pacifica
S000395486,195930,Cupriavidus respiraculi
S000395539,205332,Agromyces albus
S000395649,193461,Streptomyces aureus
S000395651,1963,Streptomyces olivochromogenes
S000395982,195522,Thermococcus nautili
S000395989,74610,Pyrococcus glycovorans
S000395991,71280,Thermococcus acidaminovorans
S000395992,84597,Thermococcus aegaeus
S000395993,55802,Thermococcus barophilus
S000395994,54077,Thermococcus barossii
S000395995,2264,Thermococcus celer
S000395997,46540,Thermococcus fumicolans
S000395998,71997,Thermococcus gorgonarius
S000395999,110164,Thermococcus guaymasensis
S000396000,46539,Thermococcus hydrothermalis
S000396003,71998,Thermococcus pacificus
S000396004,53952,Thermococcus peptonophilus
S000396005,49899,Thermococcus profundus
S000396006,72803,Thermococcus siculi
S000396007,49900,Thermococcus stetteri
S000396008,90909,Thermococcus waiotapuensis
S000396166,200378,Lentzea fradiae
S000396184,199136,Arthrobacter koreensis
S000396188,79264,Paenibacillus ehimensis
S000396287,198347,Clostridium algoriphilum
S000396322,198482,Macrococcus hajekii
S000396323,198483,Macrococcus brunensis
S000396324,198484,Macrococcus lamae
S000396356,202260,Virgibacillus sediminis
S000396365,202261,Virgibacillus kekensis
S000396417,198467,Anoxybacillus gonensis
S000396471,916,Nitrosomonas eutropha
S000396590,204046,Petrotoga mexicana
S000396693,546364,Amycolatopsis australiensis
S000396754,206499,Erwinia papayae
S000397167,207243,Palaeococcus helgesonii
S000397413,209650,Acidicaldus organivorans
S000397920,209639,Marinobacter lipolyticus
S000397967,246618,Bifidobacterium porcinum
S000398098,257708,Roseomonas gilardii
S000398100,204525,Roseomonas cervicalis
S000398317,216142,Pseudomonas rhizosphaerae
S000398321,33030,Peptoniphilus indolicus
S000398333,1232866,Caballeronia udeis
S000398525,52584,Brachyspira pilosicoli
S000398531,198815,Vibrio superstes
S000398534,213224,Geothermobacter ehrlichii
S000398535,214888,Williamsoniiplasma luminosum
S000398577,215578,Williamsoniiplasma somnilux
S000398603,214905,Tepidibacter thalassicus
S000398983,218538,Dialister invisus
S000399364,216465,Polaromonas naphthalenivorans
S000399366,216427,Mesoplasma chauliocola
S000399474,343517,Paenibacillus barengoltzii
S000399510,216874,Mesoplasma corruscae
S000399544,213783,Shewanella waksmanii
S000399556,217204,Achromobacter insolitus
S000399557,217203,Achromobacter spanius
S000399883,218139,Aeriscardovia aeriphila
S000399884,218140,Bifidobacterium psychraerophilum
S000399957,218205,Garciella nitratireducens
S000399958,218206,Desulfovibrio capillatus
S000399986,217731,Mesoplasma photuris
S000400145,217511,Fulvimarina pelagi
S000400179,218670,Marinobacter excellens
S000400180,218673,Sulfitobacter dubius
S000400181,218672,Sulfitobacter delicatus
S000400216,215220,Komagataeibacter swingsii
S000400217,215221,Komagataeibacter rhaeticus
S000400225,33069,Pseudomonas viridiflava
S000400313,218821,Amycolatopsis pretoriensis
S000400314,218823,Amycolatopsis kentuckyensis
S000400315,218822,Amycolatopsis lexingtonensis
S000400333,218208,Desulfatibacillum aliphaticivorans
S000400518,219745,Mesoplasma tabanidae
S000400845,45634,Streptococcus cristatus
S000400846,1309,Streptococcus mutans
S000400847,1310,Streptococcus sobrinus
S000400848,1317,Streptococcus downei
S000400849,1339,Streptococcus macacae
S000400850,1304,Streptococcus salivarius
S000400851,1343,Streptococcus vestibularis
S000400852,1308,Streptococcus salivarius
S000400893,220752,Shewanella gaetbuli
S000401547,2161,Methanobacterium bryantii
S000401555,39441,Methanobrevibacter arboriphilus
S000401556,83816,Methanobrevibacter ruminantium
S000401565,2187,Methanococcus vannielii
S000401711,221028,Paenibacillus favisporus
S000401714,222984,Natrinema altunense
S000401762,223389,Ancylobacter vacuolatus
S000401763,223390,Ancylobacter polymorphus
S000402934,257708,Roseomonas gilardii
S000403224,225345,Clostridium chromiireducens
S000403225,225453,Yaniella halotolerans
S000403258,225762,Nocardiopsis alkaliphila
S000403323,225999,Mesoplasma syrphidae
S000403332,229549,Streptococcus minor
S000403334,223392,Rhodococcus gordoniae
S000403825,57704,Tsukamurella tyrosinosolvens
S000404311,227084,Ulvibacter litoralis
S000404313,224402,Halococcus qingdaonensis
S000404544,227138,Tepidibacter formicigenes
S000404711,28124,Porphyromonas endodontalis
S000404718,224312,Vibrio hispanicus
S000404840,83984,Methanocorpusculum labreanum
S000404896,228745,Thermovibrio ammonificans
S000404964,638,Arsenophonus nasoniae
S000405116,93220,Pandoraea pnomenusa
S000405234,240840,Actinomadura meyerae
S000405456,574560,Photorhabdus temperata
S000405472,40576,Xenorhabdus bovienii
S000405473,628,Xenorhabdus nematophila
S000405474,40578,Xenorhabdus beddingii
S000405733,236511,Nocardia neocaledoniensis
S000406247,66876,Streptomyces chattanoogensis
S000406286,233100,Ectothiorhodosinus mongolicus
S000406353,233583,Cellulomonas xylanilytica
S000406436,301302,Roseburia faecis
S000406601,76860,Streptococcus constellatus
S000406837,84378,Brachyspira murdochii
S000407326,238836,Shewanella donghaensis
S000407967,242750,Prevotella bergensis
S000407970,28224,Mesoplasma seiffertii
S000408074,243061,Mycobacterium sherrisii
S000408089,253256,Soehngenia saccharolytica
S000408090,253257,Lacrimispora amygdalina
S000408382,254246,Aquicella lusitana
S000408383,254247,Aquicella siphonis
S000408846,244735,Klugiella xanthotipulae
S000408851,245160,Fictibacillus macauensis
S000409636,2246,Haloferax volcanii
S000409793,450,Legionella longbeachae
S000412016,262776,Rhodococcus imtechensis
S000412124,1003110,Micromonospora maris
S000412194,574096,Pantoea allii
S000412305,61635,Acholeplasma brassicae
S000412307,264634,Acholeplasma equifetale
S000412308,264635,Acholeplasma granularum
S000412309,264636,Acholeplasma hippikon
S000412310,264637,Acholeplasma morum
S000412311,264638,Acholeplasma multilocale
S000412312,264639,Acholeplasma parvum
S000412954,265726,Photobacterium halotolerans
S000412963,504,Kingella kingae
S000413195,267212,Neisseria bacilliformis
S000413445,2250,Halococcus morrhuae
S000413446,7,Azorhizobium caulinodans
S000413447,399,Neorhizobium galegae
S000413456,35746,Haloferax gibbonsii
S000413457,35743,Halorubrum sodomense
S000413460,28104,Mesorhizobium huakuii
S000413461,28212,Sphingomonas adhaesiva
S000413462,33050,Sphingopyxis macrogoltabida
S000413463,28213,Sphingomonas parapaucimobilis
